ID,Insects,Crop,Soil,Category_of_Toxicant,Does_count,Number_of_Weeks_Used,Number_Weeks_does_not used,Season,Crop_status 
28091,851,0,1,3,35,33.0,0,3,0
28093,851,0,1,3,80,38.0,0,2,0
28094,851,0,1,3,50,40.0,0,1,1
28095,851,0,1,3,25,40.0,0,2,1
28096,851,0,1,3,40,35.0,0,3,1
28097,915,1,1,3,15,43.0,0,1,0
28098,916,1,1,3,50,35.0,0,1,0
28099,915,1,1,3,50,40.0,0,1,0
28100,915,1,1,3,60,42.0,0,1,0
28101,915,1,1,3,10,35.0,0,2,1
28102,916,1,1,3,50,38.0,0,1,1
28103,916,1,1,3,20,44.0,0,2,1
28105,916,0,1,3,10,28.0,0,3,0
28106,915,0,1,3,40,12.0,0,2,0
28107,915,0,1,3,40,26.0,0,1,0
28108,915,0,1,3,45,39.0,0,2,0
28110,984,1,1,3,10,20.0,0,2,0
28111,984,1,1,3,10,29.0,0,1,0
28112,984,1,1,3,35,38.0,0,2,0
28113,984,1,1,3,80,34.0,0,2,0
28115,984,1,1,3,40,42.0,0,2,1
28116,984,1,1,3,20,26.0,0,2,1
28117,984,1,1,3,40,46.0,0,3,1
28119,984,0,1,3,20,32.0,0,2,0
28120,984,0,1,3,45,37.0,0,1,1
28121,1056,1,1,3,20,46.0,0,3,0
28122,1056,1,1,3,30,29.0,0,3,0
28123,1056,1,1,3,30,30.0,0,2,0
28124,1056,1,1,3,60,27.0,0,2,0
28125,1056,1,1,3,20,41.0,0,2,1
28126,1056,1,1,3,15,39.0,0,1,1
28127,1056,1,1,3,70,34.0,0,1,1
28128,1056,1,1,3,20,32.0,0,2,1
28129,1056,1,1,3,20,41.0,0,2,1
28130,1056,1,1,3,40,41.0,0,1,1
28131,1056,0,1,3,5,35.0,0,3,0
28132,1056,0,1,3,5,44.0,0,2,0
28133,1056,0,1,3,10,40.0,0,1,0
28134,1056,0,1,3,30,7.0,0,1,0
28135,1056,0,1,3,40,41.0,0,1,0
28136,1056,0,1,3,60,44.0,0,3,0
28137,1056,0,1,3,30,30.0,0,2,1
28138,1056,0,1,3,30,36.0,0,1,1
28139,1056,0,1,3,40,42.0,0,2,1
28141,1132,1,1,3,60,43.0,0,1,0
28142,1132,1,1,3,70,48.0,0,2,0
28143,1132,1,1,3,30,39.0,0,3,1
28144,1132,0,1,3,10,30.0,0,3,0
28145,1132,0,1,3,45,41.0,0,2,0
28146,1132,0,1,3,40,46.0,0,2,1
28148,1212,1,1,3,60,30.0,0,2,0
28149,1212,1,1,3,20,43.0,0,2,1
28150,1212,1,1,3,30,41.0,0,3,1
28151,1212,1,1,3,20,37.0,0,1,1
28152,1212,1,1,3,40,30.0,0,3,2
28153,1212,0,1,3,20,28.0,0,2,0
28154,1212,0,1,3,40,31.0,0,1,0
28156,1212,0,1,3,20,44.0,0,3,1
28157,1212,0,1,3,20,40.0,0,2,1
28158,1296,0,1,3,10,25.0,0,1,0
28159,1296,0,1,3,20,25.0,0,3,0
28160,1296,0,1,3,25,45.0,0,3,0
28162,1297,0,1,3,55,50.0,0,1,0
28163,1296,0,1,3,10,40.0,0,1,1
28165,1296,0,1,3,40,40.0,0,2,1
28166,1297,0,1,3,30,40.0,0,1,1
28167,1296,0,1,3,40,35.0,0,1,1
28168,1297,0,1,3,10,40.0,0,3,2
28169,1385,1,1,3,5,30.0,0,2,0
28170,1385,1,1,3,5,44.0,0,1,0
28171,1385,1,1,3,10,36.0,0,1,0
28172,1385,1,1,3,10,44.0,0,1,0
28174,1385,1,1,3,10,52.0,0,2,0
28175,1385,1,1,3,35,45.0,0,1,0
28176,1385,1,1,3,40,47.0,0,1,0
28177,1385,1,1,3,50,43.0,0,2,0
28178,1385,1,1,3,10,46.0,0,3,1
28180,1385,1,1,3,25,44.0,0,2,1
28181,1385,1,1,3,20,53.0,0,1,1
28182,1385,1,1,3,35,45.0,0,2,2
28187,1385,0,1,3,60,43.0,0,2,1
28189,1478,1,1,3,20,50.0,0,2,1
28190,1478,1,1,3,15,36.0,0,2,1
28191,1478,1,1,3,50,45.0,0,2,1
28193,1478,1,1,3,40,46.0,0,2,2
28194,1478,0,1,3,10,50.0,0,1,0
28195,1478,0,1,3,30,14.0,0,3,0
28196,1478,0,1,3,40,39.0,0,2,0
28197,1478,0,1,3,50,34.0,0,1,0
28198,1478,0,1,3,50,41.0,0,1,0
28199,1478,0,1,3,20,37.0,0,2,1
28200,1478,0,1,3,50,45.0,0,2,1
28201,1575,1,1,3,15,49.0,0,2,0
28202,1576,1,1,3,40,45.0,0,3,0
28203,1576,1,1,3,5,32.0,0,2,1
28204,1576,1,1,3,20,48.0,0,1,1
28205,1576,1,1,3,40,48.0,0,2,2
28206,1575,0,1,3,10,42.0,0,1,0
28207,1576,0,1,3,40,41.0,0,2,0
28208,1576,0,1,3,15,46.0,0,3,1
28209,1575,0,1,3,5,30.0,0,2,1
28210,1576,0,1,3,40,48.0,0,2,1
28211,1678,1,1,3,25,36.0,0,2,0
28212,1678,1,1,3,30,48.0,0,1,0
28213,1678,1,1,3,60,34.0,0,2,0
28214,1678,1,1,3,20,46.0,0,1,1
28215,1678,1,1,3,20,49.0,0,2,1
28216,1678,1,1,3,20,47.0,0,2,1
28217,1678,0,1,3,15,30.0,0,2,0
28218,1678,0,1,3,20,41.0,0,1,0
28219,1678,0,1,3,30,40.0,0,2,0
28220,1678,0,1,3,60,48.0,0,2,0
28221,1678,0,1,3,25,47.0,0,2,1
28222,1678,0,1,3,30,50.0,0,3,1
28223,1678,0,1,3,50,52.0,0,2,2
28224,1785,1,1,3,10,41.0,0,1,0
28225,1785,1,1,3,40,49.0,0,3,1
28227,1785,1,1,3,5,39.0,0,1,1
28228,1786,1,1,3,20,51.0,0,3,1
28229,1785,0,1,3,10,23.0,0,2,0
28230,1786,0,1,3,20,35.0,0,1,0
28231,1785,0,1,3,20,49.0,0,1,0
28232,1786,0,1,3,10,51.0,0,1,1
28233,1898,1,1,3,15,52.0,0,3,0
28234,1898,1,1,3,40,40.0,0,1,1
28236,1898,0,1,3,25,36.0,0,1,0
28239,1898,0,1,3,30,46.0,0,2,1
28240,1898,0,1,3,20,47.0,0,2,1
28241,2015,1,1,3,10,50.0,0,1,0
28242,2016,1,1,3,25,30.0,0,2,0
28243,2016,1,1,3,10,49.0,0,2,1
28244,2015,1,1,3,15,50.0,0,3,1
28245,2016,1,1,3,20,54.0,0,2,2
28246,2015,0,1,3,20,37.0,0,2,0
28247,2016,0,1,3,30,38.0,0,2,0
28248,2016,0,1,3,60,47.0,0,2,0
28249,2016,0,1,3,15,50.0,0,3,1
28250,2016,0,1,3,25,49.0,0,3,1
28252,2015,0,1,3,20,54.0,0,2,2
28253,2139,1,1,3,10,28.0,0,1,0
28254,2138,1,1,3,10,42.0,0,1,0
28255,2138,1,1,3,10,46.0,0,1,0
28256,2138,1,1,3,20,45.0,0,2,0
28257,2138,1,1,3,50,52.0,0,1,1
28258,2138,1,1,3,15,50.0,0,1,1
28259,2139,1,1,3,20,40.0,0,2,1
28260,2138,1,1,3,30,44.0,0,3,1
28261,2138,1,1,3,40,52.0,0,2,1
28262,2139,1,1,3,20,50.0,0,2,2
28263,2139,0,1,3,20,56.0,0,3,0
28264,2138,0,1,3,30,40.0,0,3,0
28265,2139,0,1,3,20,54.0,0,2,2
28266,2267,1,1,3,15,44.0,0,1,0
28267,2267,1,1,3,20,57.0,0,1,0
28268,2267,1,1,3,20,48.0,0,3,1
28269,2267,1,1,3,30,53.0,0,1,1
28270,2267,1,1,3,30,53.0,0,1,2
28271,2267,0,1,3,10,37.0,0,2,0
28272,2267,0,1,3,25,57.0,0,2,0
28273,2267,0,1,3,30,50.0,0,2,0
28274,2267,0,1,3,20,55.0,0,1,1
28276,2267,0,1,3,40,60.0,0,1,1
28277,2401,1,1,3,5,58.0,0,3,0
28278,2402,1,1,3,15,43.0,0,1,0
28279,2402,1,1,3,30,45.0,0,2,1
28280,2402,1,1,3,10,45.0,0,1,1
28281,2401,1,1,3,10,55.0,0,1,2
28282,2402,0,1,3,10,51.0,0,1,0
28283,2541,1,1,3,15,35.0,0,1,0
28284,2542,1,1,3,10,59.0,0,3,1
28285,2542,1,1,3,15,57.0,0,1,1
28286,2541,1,1,3,25,53.0,0,3,2
28287,2542,0,1,3,10,50.0,0,2,1
28288,2541,0,1,3,20,30.0,0,1,1
28290,2541,0,1,3,40,60.0,0,3,2
28291,2687,1,1,3,10,52.0,0,2,0
28292,2688,1,1,3,10,60.0,0,2,1
28293,2687,0,1,3,5,42.0,0,2,0
28295,2688,0,1,3,20,56.0,0,2,1
28296,2840,1,1,3,20,53.0,0,2,1
28297,2840,1,1,3,5,50.0,0,1,1
28298,2840,0,1,3,20,57.0,0,2,0
28300,2999,1,1,3,10,63.0,0,2,0
28301,2999,1,1,3,25,58.0,0,1,0
28302,2999,1,1,3,10,57.0,0,1,2
28303,2999,0,1,3,10,50.0,0,1,0
28304,2999,0,1,3,20,50.0,0,2,0
28305,2999,0,1,3,40,49.0,0,1,0
28306,2999,0,1,3,15,54.0,0,1,2
28307,3165,1,1,3,20,25.0,0,1,0
28308,3164,1,1,3,50,66.0,0,2,2
28309,3164,0,1,3,15,55.0,0,3,0
28310,3337,1,1,3,5,35.0,0,2,0
28311,3337,1,1,3,5,56.0,0,1,0
28312,3336,1,1,3,15,64.0,0,2,0
28313,3337,1,1,3,25,58.0,0,2,1
28314,3337,0,1,3,20,52.0,0,3,1
28315,3515,1,1,3,10,45.0,0,3,0
28316,3516,0,1,3,10,30.0,0,1,0
28317,3516,0,1,3,40,42.0,0,3,1
28318,3702,1,1,3,5,61.0,0,2,0
28319,3702,1,1,3,20,65.0,0,1,1
28320,3702,0,1,3,15,50.0,0,1,1
28321,151,1,0,3,20,20.0,0,1,0
28322,168,1,0,3,25,22.0,0,2,0
28323,168,0,0,3,20,17.0,0,2,0
28324,168,0,0,3,25,13.0,0,2,0
28325,168,0,0,3,30,22.0,0,2,0
28326,169,0,0,3,35,13.0,0,3,0
28327,168,0,0,3,35,18.0,0,2,0
28329,188,0,0,3,10,13.0,0,2,0
28330,188,0,0,3,30,9.0,0,1,0
28331,209,1,0,3,40,15.0,0,1,0
28333,209,0,0,3,15,25.0,0,2,0
28334,209,0,0,3,20,24.0,0,2,0
28335,209,0,0,3,25,20.0,0,2,0
28336,232,1,0,3,10,22.0,0,3,0
28337,232,1,0,3,15,14.0,0,2,0
28338,232,1,0,3,20,10.0,0,1,0
28339,232,1,0,3,40,14.0,0,1,0
28340,232,0,0,3,5,15.0,0,1,0
28341,231,0,0,3,15,17.0,0,2,0
28342,232,0,0,3,60,24.0,0,2,0
28343,257,1,0,3,5,24.0,0,1,0
28344,256,1,0,3,10,12.0,0,2,0
28345,256,0,0,3,5,26.0,0,2,0
28346,256,0,0,3,15,10.0,0,1,0
28348,256,0,0,3,35,17.0,0,2,0
28350,283,0,0,3,10,23.0,0,3,0
28351,283,0,0,3,20,14.0,0,2,0
28352,311,1,0,3,10,16.0,0,1,0
28353,312,1,0,3,30,21.0,0,2,0
28354,312,1,0,3,35,26.0,0,2,1
28356,342,1,0,3,5,20.0,0,2,0
28357,342,1,0,3,10,6.0,0,1,0
28358,375,1,0,3,5,26.0,0,2,0
28359,375,1,0,3,10,25.0,0,3,0
28360,375,1,0,3,20,10.0,0,2,0
28361,375,1,0,3,20,28.0,0,3,0
28362,375,0,0,3,10,7.0,0,2,0
28363,375,0,0,3,15,7.0,0,2,0
28364,375,0,0,3,25,31.0,0,2,0
28365,375,0,0,3,30,18.0,0,1,0
28366,375,0,0,3,30,32.0,0,2,0
28367,375,0,0,3,20,24.0,0,3,1
28368,410,1,0,3,5,15.0,0,1,0
28369,410,1,0,3,10,26.0,0,2,0
28370,411,1,0,3,20,25.0,0,3,0
28371,411,1,0,3,30,30.0,0,3,0
28372,410,1,0,3,50,28.0,0,2,0
28373,410,0,0,3,5,20.0,0,1,0
28374,410,0,0,3,5,22.0,0,1,0
28375,410,0,0,3,20,9.0,0,2,0
28376,410,0,0,3,20,34.0,0,2,0
28377,410,0,0,3,25,30.0,0,1,0
28378,410,0,0,3,60,17.0,0,2,0
28379,448,1,0,3,10,26.0,0,1,0
28380,448,1,0,3,15,12.0,0,2,0
28381,448,1,0,3,20,16.0,0,3,0
28382,448,1,0,3,20,19.0,0,3,0
28383,448,1,0,3,20,21.0,0,3,0
28384,448,1,0,3,50,32.0,0,3,1
28385,448,1,0,3,20,33.0,0,2,2
28386,448,0,0,3,20,35.0,0,1,0
28387,448,0,0,3,25,19.0,0,2,0
28388,448,0,0,3,45,25.0,0,2,0
28389,448,0,0,3,45,27.0,0,2,0
28391,488,1,0,3,10,5.0,0,2,0
28392,488,1,0,3,25,14.0,0,1,0
28394,489,1,0,3,40,21.0,0,2,0
28396,488,1,0,3,45,27.0,0,2,0
28397,488,1,0,3,50,31.0,0,2,0
28398,489,0,0,3,5,21.0,0,1,0
28399,488,0,0,3,10,31.0,0,1,0
28400,488,0,0,3,15,34.0,0,2,0
28401,489,0,0,3,20,22.0,0,2,0
28402,489,0,0,3,25,32.0,0,3,0
28403,488,0,0,3,30,32.0,0,2,0
28404,531,1,0,3,40,19.0,0,2,0
28405,531,1,0,3,45,30.0,0,3,0
28406,531,1,0,3,20,33.0,0,2,1
28407,531,0,0,3,10,35.0,0,1,0
28408,531,0,0,3,25,33.0,0,2,0
28409,531,0,0,3,45,22.0,0,1,0
28410,577,1,0,3,15,16.0,0,2,0
28411,577,1,0,3,20,30.0,0,2,0
28412,577,1,0,3,30,36.0,0,3,0
28413,577,1,0,3,40,38.0,0,3,0
28414,577,1,0,3,60,40.0,0,2,0
28415,577,0,0,3,10,20.0,0,2,0
28416,577,0,0,3,25,30.0,0,3,0
28417,577,0,0,3,40,37.0,0,1,0
28418,577,0,0,3,20,25.0,0,1,1
28419,625,1,0,3,5,27.0,0,1,0
28420,626,1,0,3,10,36.0,0,2,0
28421,625,1,0,3,15,15.0,0,2,0
28422,625,1,0,3,20,19.0,0,2,0
28423,625,1,0,3,40,39.0,0,2,0
28424,625,0,0,3,10,20.0,0,2,0
28425,625,0,0,3,20,31.0,0,3,1
28426,626,0,0,3,30,30.0,0,2,2
28427,677,1,0,3,5,22.0,0,2,0
28428,677,1,0,3,10,27.0,0,2,0
28429,677,0,0,3,30,28.0,0,1,0
28430,677,0,0,3,20,35.0,0,3,1
28431,677,0,0,3,15,37.0,0,2,2
28432,731,1,0,3,15,37.0,0,2,0
28434,731,1,0,3,30,37.0,0,2,0
28435,731,1,0,3,40,40.0,0,2,0
28436,731,1,0,3,20,37.0,0,2,1
28439,732,0,0,3,30,27.0,0,3,0
28441,789,1,0,3,10,26.0,0,3,0
28442,789,1,0,3,25,35.0,0,1,0
28443,789,1,0,3,50,31.0,0,2,0
28444,790,1,0,3,60,37.0,0,1,0
28445,790,0,0,3,60,34.0,0,2,0
28446,790,0,0,3,15,18.0,0,2,2
28448,851,1,0,3,25,38.0,0,1,0
28449,851,1,0,3,40,30.0,0,2,0
28450,850,1,0,3,30,34.0,0,3,1
28451,851,1,0,3,40,38.0,0,1,1
28452,851,1,0,3,40,26.0,0,1,1
28453,851,0,0,3,15,32.0,0,2,0
28454,851,0,0,3,25,15.0,0,1,0
28455,850,0,0,3,25,34.0,0,2,0
28456,851,0,0,3,30,36.0,0,2,0
28457,850,0,0,3,50,35.0,0,3,0
28458,851,0,0,3,20,37.0,0,3,1
28459,916,1,0,3,15,30.0,0,1,0
28460,915,1,0,3,20,11.0,0,3,0
28461,915,1,0,3,20,41.0,0,2,0
28462,915,1,0,3,30,27.0,0,1,0
28463,916,1,0,3,25,30.0,0,1,1
28464,916,1,0,3,15,39.0,0,1,1
28465,915,1,0,3,5,35.0,0,2,1
28466,915,1,0,3,20,30.0,0,2,1
28467,915,0,0,3,5,35.0,0,2,0
28468,915,0,0,3,10,42.0,0,3,0
28470,916,0,0,3,30,19.0,0,1,0
28471,915,0,0,3,40,29.0,0,1,0
28472,984,1,0,3,5,27.0,0,2,0
28473,984,1,0,3,10,37.0,0,3,0
28474,984,1,0,3,15,15.0,0,2,0
28475,984,1,0,3,5,46.0,0,1,1
28477,984,1,0,3,10,10.0,0,1,2
28478,984,0,0,3,30,13.0,0,3,0
28479,984,0,0,3,30,42.0,0,2,0
28480,984,0,0,3,40,45.0,0,2,0
28481,984,0,0,3,15,20.0,0,3,2
28482,1056,1,0,3,10,43.0,0,3,0
28483,1056,1,0,3,40,29.0,0,1,0
28484,1056,1,0,3,20,39.0,0,2,1
28485,1056,0,0,3,90,31.0,0,2,0
28486,1056,0,0,3,20,42.0,0,1,1
28488,1132,1,0,3,15,31.0,0,2,0
28489,1132,1,0,3,20,38.0,0,3,1
28490,1132,1,0,3,10,25.0,0,2,2
28491,1132,0,0,3,5,20.0,0,2,0
28492,1132,0,0,3,15,16.0,0,2,0
28493,1132,0,0,3,15,29.0,0,2,0
28494,1132,0,0,3,45,33.0,0,2,0
28495,1132,0,0,3,50,29.0,0,3,0
28496,1132,0,0,3,50,32.0,0,3,0
28497,1132,0,0,3,40,38.0,0,2,1
28498,1212,1,0,3,10,8.0,0,3,0
28499,1212,1,0,3,25,8.0,0,1,0
28500,1212,1,0,3,35,40.0,0,1,0
28501,1212,1,0,3,35,43.0,0,1,0
28502,1212,1,0,3,40,33.0,0,3,0
28503,1212,1,0,3,60,40.0,0,1,0
28504,1212,1,0,3,20,44.0,0,2,1
28505,1212,1,0,3,20,41.0,0,2,1
28506,1212,0,0,3,30,39.0,0,3,0
28507,1212,0,0,3,20,17.0,0,3,1
28508,1296,1,0,3,30,29.0,0,2,0
28509,1297,1,0,3,10,44.0,0,1,1
28510,1296,1,0,3,15,40.0,0,1,1
28511,1297,1,0,3,15,45.0,0,2,1
28512,1296,1,0,3,20,42.0,0,1,1
28513,1297,0,0,3,10,27.0,0,2,0
28514,1296,0,0,3,25,47.0,0,1,0
28515,1296,0,0,3,10,40.0,0,2,1
28516,1296,0,0,3,25,39.0,0,1,1
28517,1296,0,0,3,40,15.0,0,1,1
28518,1385,1,0,3,10,27.0,0,3,0
28519,1385,1,0,3,20,34.0,0,2,0
28520,1385,1,0,3,25,38.0,0,3,0
28522,1385,0,0,3,15,41.0,0,3,0
28523,1385,0,0,3,15,43.0,0,3,0
28525,1385,0,0,3,25,48.0,0,2,0
28526,1385,0,0,3,40,40.0,0,1,0
28527,1478,1,0,3,5,31.0,0,3,0
28528,1478,1,0,3,15,36.0,0,1,0
28529,1478,1,0,3,20,41.0,0,2,0
28530,1478,1,0,3,20,43.0,0,1,1
28531,1478,1,0,3,20,31.0,0,2,1
28533,1478,0,0,3,10,45.0,0,2,0
28534,1478,0,0,3,25,35.0,0,2,0
28535,1478,0,0,3,40,22.0,0,2,0
28536,1478,0,0,3,55,46.0,0,2,0
28537,1575,1,0,3,20,37.0,0,1,0
28538,1576,1,0,3,10,40.0,0,3,1
28539,1575,0,0,3,10,45.0,0,3,0
28540,1575,0,0,3,15,44.0,0,2,0
28541,1576,0,0,3,20,32.0,0,3,0
28542,1575,0,0,3,20,41.0,0,1,0
28543,1575,0,0,3,25,43.0,0,2,0
28545,1678,1,0,3,5,39.0,0,2,0
28546,1678,1,0,3,10,45.0,0,3,0
28547,1678,1,0,3,30,46.0,0,3,0
28548,1678,1,0,3,10,44.0,0,2,1
28550,1678,0,0,3,20,47.0,0,2,0
28551,1678,0,0,3,30,16.0,0,2,0
28552,1785,1,0,3,15,16.0,0,1,0
28553,1785,1,0,3,15,36.0,0,2,0
28556,1786,1,0,3,20,43.0,0,2,2
28557,1785,0,0,3,10,26.0,0,2,0
28558,1785,0,0,3,15,23.0,0,2,0
28559,1785,0,0,3,25,42.0,0,3,0
28560,1786,0,0,3,30,52.0,0,2,0
28561,1785,0,0,3,35,46.0,0,2,0
28562,1898,1,0,3,5,28.0,0,3,0
28563,1898,1,0,3,15,51.0,0,2,0
28564,1898,1,0,3,30,51.0,0,1,0
28565,1898,1,0,3,10,49.0,0,1,2
28567,1898,0,0,3,20,46.0,0,2,1
28568,2016,1,0,3,20,54.0,0,2,0
28569,2016,1,0,3,30,36.0,0,1,0
28570,2016,0,0,3,5,40.0,0,2,0
28571,2016,0,0,3,40,30.0,0,1,0
28572,2015,0,0,3,40,42.0,0,2,0
28573,2015,0,0,3,25,30.0,0,3,1
28574,2015,0,0,3,30,52.0,0,2,2
28576,2138,1,0,3,20,52.0,0,2,2
28577,2138,1,0,3,20,52.0,0,2,2
28578,2138,0,0,3,10,38.0,0,3,0
28579,2139,0,0,3,10,40.0,0,2,0
28580,2139,0,0,3,20,43.0,0,2,0
28581,2138,0,0,3,30,43.0,0,2,0
28583,2138,0,0,3,30,49.0,0,2,0
28584,2267,1,0,3,15,44.0,0,2,0
28585,2267,1,0,3,10,30.0,0,3,1
28586,2267,0,0,3,5,51.0,0,2,0
28587,2267,0,0,3,30,46.0,0,1,0
28588,2267,0,0,3,45,50.0,0,2,0
28589,2267,0,0,3,20,51.0,0,1,1
28590,2267,0,0,3,15,34.0,0,3,1
28591,2401,1,0,3,10,55.0,0,3,0
28592,2402,1,0,3,15,45.0,0,2,0
28593,2401,1,0,3,20,20.0,0,3,0
28594,2401,1,0,3,10,57.0,0,3,1
28596,2401,0,0,3,30,45.0,0,2,0
28597,2402,0,0,3,20,54.0,0,1,1
28598,2541,1,0,3,20,58.0,0,2,0
28599,2541,1,0,3,20,52.0,0,2,1
28600,2541,0,0,3,5,20.0,0,2,0
28601,2541,0,0,3,15,42.0,0,2,0
28602,2541,0,0,3,20,50.0,0,1,1
28603,2688,1,0,3,5,45.0,0,2,0
28604,2688,1,0,3,20,49.0,0,2,0
28605,2688,1,0,3,40,47.0,0,1,0
28606,2688,1,0,3,40,50.0,0,3,0
28607,2688,0,0,3,20,35.0,0,1,0
28608,2688,0,0,3,40,47.0,0,3,0
28609,2687,0,0,3,60,58.0,0,3,0
28610,2840,1,0,3,10,42.0,0,3,0
28611,2840,1,0,3,10,52.0,0,2,0
28612,2840,1,0,3,20,46.0,0,2,0
28613,2840,1,0,3,25,54.0,0,1,0
28614,2840,0,0,3,50,55.0,0,2,0
28616,3164,1,0,3,40,50.0,0,2,1
28617,3164,0,0,3,30,50.0,0,1,1
28619,3336,0,0,3,5,30.0,0,2,0
28621,3516,1,0,3,10,45.0,0,2,1
28622,3702,1,0,3,15,52.0,0,1,0
28623,3702,1,0,3,20,35.0,0,3,2
28624,3702,0,0,3,15,47.0,0,1,0
28625,3895,1,0,3,5,32.0,0,1,0
28626,3896,1,0,3,10,50.0,0,1,0
28627,3895,0,0,3,20,49.0,0,2,0
28628,3895,0,0,3,20,53.0,0,2,0
28629,169,1,1,2,15,22.0,1,1,0
28630,168,1,1,2,20,12.0,0,2,0
28631,188,1,1,2,30,14.0,7,1,0
28632,188,1,1,2,40,17.0,0,1,0
28633,209,1,1,2,15,15.0,8,2,0
28634,209,1,1,2,20,16.0,4,2,0
28636,283,1,1,2,20,25.0,1,2,0
28637,311,1,1,2,10,17.0,9,2,0
28638,311,1,1,2,5,11.0,6,1,0
28639,312,1,1,2,40,14.0,12,2,0
28640,311,1,1,2,40,25.0,2,1,0
28641,342,1,1,2,15,6.0,13,2,0
28642,342,1,1,2,20,20.0,8,1,0
28643,342,1,1,2,45,27.0,0,1,0
28644,342,1,1,2,50,15.0,13,2,0
28645,375,1,1,2,5,20.0,7,2,0
28646,375,1,1,2,20,19.0,9,2,0
28647,375,1,1,2,30,25.0,1,1,0
28648,375,1,1,2,40,19.0,11,2,0
28649,410,1,1,2,80,24.0,8,2,0
28650,410,1,1,2,5,12.0,15,2,0
28651,411,1,1,2,15,8.0,14,1,0
28652,411,1,1,2,20,11.0,14,2,0
28653,410,1,1,2,20,15.0,2,2,0
28654,410,1,1,2,20,23.0,8,2,0
28655,411,1,1,2,20,25.0,7,3,0
28656,411,1,1,2,30,10.0,0,2,0
28657,410,1,1,2,35,26.0,5,1,0
28658,410,1,1,2,40,11.0,14,2,0
28659,410,1,1,2,40,13.0,15,2,0
28660,410,1,1,2,20,14.0,10,3,1
28661,448,1,1,2,20,24.0,2,2,0
28662,448,1,1,2,20,24.0,5,2,0
28663,448,1,1,2,20,27.0,5,1,0
28665,448,1,1,2,35,14.0,12,2,0
28666,448,1,1,2,40,12.0,4,2,0
28667,448,1,1,2,40,21.0,9,2,0
28668,448,1,1,2,40,27.0,3,2,0
28669,448,1,1,2,50,18.0,12,1,0
28670,448,1,1,2,50,28.0,2,3,0
28671,448,1,1,2,60,18.0,10,1,0
28672,448,1,1,2,60,26.0,6,1,0
28673,488,1,1,2,15,12.0,17,2,0
28674,488,1,1,2,15,21.0,12,2,0
28675,488,1,1,2,15,22.0,7,1,0
28676,488,1,1,2,20,14.0,11,2,0
28677,489,1,1,2,20,15.0,17,1,0
28678,488,1,1,2,20,17.0,3,1,0
28679,488,1,1,2,30,16.0,17,3,0
28680,488,1,1,2,30,25.0,9,1,0
28681,488,1,1,2,35,25.0,14,1,0
28682,489,1,1,2,40,20.0,2,1,0
28684,489,1,1,2,50,22.0,3,2,0
28687,531,1,1,2,5,18.0,2,3,0
28688,531,1,1,2,10,15.0,7,2,0
28689,531,1,1,2,10,20.0,11,3,0
28690,531,1,1,2,20,13.0,14,2,0
28691,531,1,1,2,20,30.0,6,1,0
28692,531,1,1,2,25,25.0,3,2,0
28693,531,1,1,2,25,31.0,0,2,0
28695,531,1,1,2,30,27.0,1,2,0
28697,531,1,1,2,60,18.0,14,1,0
28698,531,1,1,2,40,30.0,1,3,2
28699,577,1,1,2,40,24.0,13,2,0
28700,577,1,1,2,15,16.0,14,2,0
28701,577,1,1,2,15,40.0,0,2,0
28702,577,1,1,2,30,22.0,13,1,0
28703,577,1,1,2,30,23.0,13,2,0
28704,577,1,1,2,30,32.0,1,2,0
28705,577,1,1,2,40,10.0,14,3,0
28706,577,1,1,2,40,13.0,16,1,0
28707,626,1,1,2,20,13.0,17,1,0
28708,625,1,1,2,20,14.0,11,2,0
28709,625,1,1,2,20,14.0,18,1,0
28710,625,1,1,2,25,12.0,20,2,0
28711,625,1,1,2,30,17.0,13,2,0
28712,625,1,1,2,35,35.0,0,3,0
28713,625,1,1,2,40,20.0,14,2,0
28714,625,1,1,2,40,32.0,0,2,0
28715,626,1,1,2,40,39.0,3,1,0
28716,625,1,1,2,50,18.0,17,1,0
28717,626,1,1,2,50,33.0,2,2,0
28718,626,1,1,2,50,34.0,1,1,0
28719,677,1,1,2,5,10.0,21,2,0
28720,677,1,1,2,5,30.0,0,2,0
28721,677,1,1,2,10,24.0,1,1,0
28722,677,1,1,2,15,24.0,11,2,0
28723,677,1,1,2,15,27.0,3,1,0
28724,677,1,1,2,20,16.0,21,2,0
28725,677,1,1,2,20,24.0,9,2,0
28726,677,1,1,2,20,30.0,4,3,0
28727,677,1,1,2,40,14.0,16,3,0
28728,677,1,1,2,50,30.0,1,2,0
28729,677,1,1,2,60,20.0,10,2,0
28730,677,1,1,2,60,23.0,11,1,0
28731,677,1,1,2,80,22.0,8,2,0
28732,677,1,1,2,90,30.0,7,1,0
28733,731,1,1,2,10,31.0,1,3,0
28735,731,1,1,2,20,12.0,18,2,0
28736,732,1,1,2,20,20.0,12,3,0
28737,731,1,1,2,20,22.0,15,2,0
28738,732,1,1,2,25,21.0,17,2,0
28739,731,1,1,2,25,30.0,6,1,0
28740,731,1,1,2,25,38.0,4,1,0
28741,731,1,1,2,30,13.0,19,2,0
28742,732,1,1,2,35,13.0,15,2,0
28743,732,1,1,2,40,15.0,18,1,0
28744,732,1,1,2,40,30.0,4,1,0
28745,731,1,1,2,50,31.0,13,2,0
28746,732,1,1,2,60,19.0,17,2,0
28747,732,1,1,2,80,32.0,2,3,0
