ID,Insects,Crop,Soil,Category_of_Toxicant,Does_count,Number_of_Weeks_Used,Number_Weeks_does_not used,Season 
43941,1576,0,1,3,30,45.0,0,3,0
43945,1576,0,1,3,20,45.0,0,2,2
43953,1678,0,1,3,20,49.0,0,2,0
43966,1785,0,0,3,5,46.0,0,2,0
43970,1898,0,1,3,10,48.0,0,1,0
43991,2139,0,0,3,40,50.0,0,3,0
44008,2541,0,1,3,15,50.0,0,1,1
44026,2840,0,0,3,5,40.0,0,1,0
44044,3165,0,0,3,20,64.0,0,2,2
44048,3516,0,1,3,5,50.0,0,1,0
44066,312,1,1,2,20,20.0,5,3,0
44075,375,1,1,2,40,20.0,7,1,0
44084,448,1,1,2,20,16.0,14,2,0
44087,448,1,1,2,40,23.0,6,2,0
44107,531,1,1,2,40,30.0,4,2,0
44111,531,1,1,2,60,33.0,2,2,0
44118,577,1,1,2,20,16.0,14,3,0
44121,577,1,1,2,50,25.0,7,2,0
44126,625,1,1,2,10,10.0,8,2,0
44133,626,1,1,2,40,25.0,8,3,0
44136,625,1,1,2,60,30.0,3,2,0
44138,677,1,1,2,20,17.0,16,2,0
44144,677,1,1,2,30,30.0,4,1,0
44152,677,1,1,2,50,25.0,13,3,0
44182,789,1,1,2,15,20.0,18,2,0
44184,789,1,1,2,20,32.0,4,3,0
44185,790,1,1,2,20,26.0,8,1,0
44195,789,1,1,2,20,30.0,8,2,1
44206,851,1,1,2,50,17.0,22,1,0
44222,915,1,1,2,30,23.0,15,3,0
44228,915,1,1,2,50,17.0,19,2,0
44232,984,1,1,2,5,35.0,4,3,0
44233,984,1,1,2,10,12.0,26,2,0
44270,1056,1,1,2,40,40.0,1,1,0
44288,1132,1,1,2,10,34.0,7,1,1
44289,1132,1,1,2,20,20.0,18,1,1
44290,1132,1,1,2,20,24.0,15,1,1
44334,1385,1,1,2,10,40.0,1,1,0
44337,1385,1,1,2,20,32.0,11,1,0
44345,1385,1,1,2,25,35.0,8,1,0
44363,1478,1,1,2,15,13.0,27,2,0
44366,1478,1,1,2,20,32.0,16,3,0
44407,1575,1,1,2,40,40.0,9,2,0
44447,1785,1,1,2,20,22.0,27,2,0
44454,1785,1,1,2,30,50.0,1,2,0
44457,1786,1,1,2,45,36.0,13,1,0
44484,1898,1,1,2,20,45.0,6,1,0
44491,1898,1,1,2,20,20.0,26,1,1
44502,2016,1,1,2,20,30.0,19,1,0
44506,2015,1,1,2,30,38.0,15,2,0
44513,2015,1,1,2,60,40.0,11,3,0
44520,2138,1,1,2,15,50.0,1,3,0
44535,2138,1,1,2,60,50.0,3,1,0
44546,2267,1,1,2,20,30.0,20,2,0
44550,2267,1,1,2,20,48.0,4,2,0
44552,2267,1,1,2,30,40.0,9,2,0
44574,2401,1,1,2,15,16.0,37,1,0
44592,2402,1,1,2,20,25.0,28,2,1
44603,2541,1,1,2,30,30.0,25,2,0
44609,2541,1,1,2,30,56.0,7,2,1
44635,2840,1,1,2,40,40.0,13,1,0
44639,2840,1,1,2,20,50.0,8,3,1
44651,2999,1,1,2,40,40.0,18,2,0
44655,2999,1,1,2,20,30.0,28,1,1
44664,3337,1,1,2,20,43.0,15,2,0
44679,3516,1,1,2,20,42.0,21,3,1
44681,3515,1,1,2,20,25.0,34,2,1
44689,3895,1,1,2,20,45.0,17,1,0
44690,3895,1,1,2,50,23.0,37,2,0
44691,3895,1,1,2,40,45.0,14,2,1
44696,4096,1,1,2,10,48.0,15,2,0
44707,283,1,0,2,10,17.0,3,2,0
44723,375,1,0,2,10,20.0,4,2,0
44724,375,1,0,2,10,20.0,5,2,0
44745,448,1,0,2,25,12.0,16,1,0
44761,488,1,0,2,20,24.0,4,1,0
44765,488,1,0,2,30,20.0,10,2,0
44768,488,1,0,2,40,20.0,7,1,0
44771,488,1,0,2,50,30.0,2,3,0
44776,531,1,0,2,10,12.0,17,1,0
44780,531,1,0,2,20,19.0,12,2,0
44786,531,1,0,2,60,15.0,15,2,0
44796,577,1,0,2,15,30.0,3,1,0
44803,577,1,0,2,25,16.0,17,2,0
44805,577,1,0,2,35,17.0,14,2,0
44814,625,1,0,2,10,10.0,19,2,0
44816,625,1,0,2,10,10.0,18,2,0
44843,677,1,0,2,20,30.0,4,2,0
44847,677,1,0,2,30,30.0,3,2,0
44850,677,1,0,2,40,23.0,10,2,0
44870,731,1,0,2,25,25.0,10,2,0
44877,732,1,0,2,50,30.0,5,1,0
44917,851,1,0,2,15,20.0,19,3,0
44924,851,1,0,2,25,25.0,12,2,0
44927,851,1,0,2,30,20.0,15,1,0
44932,851,1,0,2,45,33.0,5,2,0
44934,851,1,0,2,50,17.0,22,3,0
44944,916,1,0,2,15,16.0,22,1,0
44953,915,1,0,2,20,35.0,4,1,0
44956,915,1,0,2,30,20.0,17,2,0
44960,916,1,0,2,30,20.0,15,2,0
44971,915,1,0,2,60,20.0,17,1,0
44976,984,1,0,2,5,20.0,16,2,0
44978,984,1,0,2,20,20.0,21,1,0
44982,984,1,0,2,20,30.0,10,2,0
45005,1056,1,0,2,10,30.0,0,2,0
45009,1056,1,0,2,15,30.0,12,2,0
45014,1056,1,0,2,30,17.0,22,3,0
45033,1132,1,0,2,10,20.0,17,3,0
45071,1212,1,0,2,20,19.0,21,1,0
45080,1212,1,0,2,40,13.0,29,1,0
45087,1212,1,0,2,15,25.0,13,3,1
45102,1296,1,0,2,20,40.0,1,1,0
45113,1296,1,0,2,40,22.0,19,2,0
45116,1297,1,0,2,40,16.0,22,2,0
45119,1296,1,0,2,40,38.0,7,2,0
45129,1385,1,0,2,10,30.0,11,1,0
45131,1385,1,0,2,10,40.0,1,2,0
45137,1385,1,0,2,20,21.0,22,3,0
45151,1385,1,0,2,60,26.0,20,1,0
45158,1385,1,0,2,30,43.0,1,2,1
45162,1478,1,0,2,10,30.0,15,1,0
45179,1478,1,0,2,20,39.0,5,2,0
45182,1478,1,0,2,25,30.0,12,2,0
45185,1478,1,0,2,40,38.0,4,2,0
45192,1576,1,0,2,10,30.0,15,2,0
45216,1576,1,0,2,90,16.0,32,3,0
45219,1678,1,0,2,10,10.0,33,3,0
45225,1678,1,0,2,20,40.0,6,2,0
45238,1678,1,0,2,70,35.0,10,2,0
45245,1786,1,0,2,15,35.0,11,1,0
45248,1786,1,0,2,15,30.0,20,2,0
45249,1785,1,0,2,15,44.0,5,2,0
45261,1785,1,0,2,30,38.0,12,1,0
45268,1786,1,0,2,60,42.0,5,2,1
45301,2015,1,0,2,10,40.0,7,2,0
45307,2015,1,0,2,20,49.0,2,3,0
45314,2016,1,0,2,40,50.0,0,3,0
45328,2138,1,0,2,20,53.0,0,2,0
45347,2267,1,0,2,5,14.0,35,2,0
45350,2267,1,0,2,15,25.0,29,2,0
45363,2267,1,0,2,30,28.0,23,3,0
45370,2267,1,0,2,40,50.0,7,2,0
45379,2402,1,0,2,5,19.0,30,2,0
45412,2542,1,0,2,60,30.0,14,2,0
45413,2542,1,0,2,60,48.0,9,2,0
45430,2687,1,0,2,40,40.0,15,2,1
45432,2688,1,0,2,15,40.0,12,2,1
45433,2688,1,0,2,30,20.0,32,1,1
45444,2840,1,0,2,50,45.0,9,2,0
45447,2840,1,0,2,60,43.0,13,2,1
45455,2999,1,0,2,20,24.0,31,3,0
45484,3515,1,0,2,10,19.0,36,2,0
45486,3516,1,0,2,50,37.0,15,2,1
45512,283,0,1,2,10,17.0,7,1,0
45514,311,0,1,2,5,20.0,7,2,0
45518,342,0,1,2,5,25.0,1,1,0
45568,577,0,1,2,5,30.0,1,1,0
45590,677,0,1,2,10,17.0,14,2,0
45594,677,0,1,2,20,29.0,3,3,0
45598,677,0,1,2,40,23.0,11,1,0
45602,732,0,1,2,10,10.0,10,2,0
45607,732,0,1,2,20,30.0,8,2,0
45612,731,0,1,2,30,22.0,11,3,0
45613,731,0,1,2,30,30.0,5,3,0
45616,789,0,1,2,20,20.0,15,2,0
45618,789,0,1,2,30,15.0,21,2,0
45646,916,0,1,2,30,36.0,3,1,0
45660,984,0,1,2,20,30.0,6,2,0
45668,1056,0,1,2,20,36.0,5,2,0
45676,1056,0,1,2,15,40.0,1,1,0
45685,1056,0,1,2,40,26.0,13,2,0
45695,1132,0,1,2,20,40.0,0,1,0
45737,1385,0,1,2,15,21.0,22,2,0
45746,1478,0,1,2,10,34.0,5,3,0
45764,1575,0,1,2,15,30.0,15,2,0
45767,1576,0,1,2,20,40.0,5,1,0
45778,1678,0,1,2,10,12.0,34,1,0
45780,1678,0,1,2,15,14.0,32,1,0
45794,1785,0,1,2,10,10.0,32,3,0
45799,1786,0,1,2,20,47.0,1,2,0
45810,1898,0,1,2,20,48.0,0,1,0
45813,2015,0,1,2,10,45.0,7,2,0
45826,2139,0,1,2,5,10.0,17,2,0
45835,2139,0,1,2,30,5.0,20,2,1
45844,2401,0,1,2,10,30.0,20,3,0
45853,2542,0,1,2,10,20.0,29,2,0
45854,2542,0,1,2,15,35.0,21,2,0
45881,3337,0,1,2,20,30.0,23,2,0
45893,916,1,0,1,0,0.0,0,2,1
45910,3165,0,1,1,0,0.0,0,1,1
45917,151,1,0,3,50,10.0,0,3,0
45918,150,1,0,3,50,22.0,0,1,0
45955,410,1,1,3,25,30.0,0,2,0
45969,448,1,0,3,30,30.0,0,3,1
45991,531,1,0,3,40,32.0,0,1,2
46006,626,1,0,3,20,37.0,0,1,1
46015,677,1,0,3,30,30.0,0,1,0
46016,677,1,0,3,40,38.0,0,3,0
46022,732,1,1,3,60,40.0,0,2,0
46024,731,1,1,3,10,39.0,0,3,1
46036,789,1,0,3,45,37.0,0,2,2
46055,915,1,1,3,50,39.0,0,2,0
46064,915,1,0,3,35,38.0,0,3,0
46068,915,1,0,3,35,35.0,0,2,1
46092,1056,1,1,3,20,40.0,0,3,2
46101,1132,1,1,3,60,44.0,0,1,0
46105,1132,1,1,3,40,40.0,0,2,2
46108,1132,1,0,3,30,40.0,0,1,1
46110,1132,1,0,3,20,40.0,0,1,1
46128,1296,1,1,3,20,44.0,0,3,0
46135,1297,1,0,3,40,40.0,0,1,0
46146,1385,1,0,3,30,44.0,0,3,0
46152,1478,1,1,3,5,44.0,0,2,0
46162,1576,1,1,3,15,47.0,0,1,0
46178,1786,1,1,3,20,50.0,0,3,0
46193,1898,1,1,3,10,50.0,0,1,1
46205,2138,1,1,3,10,58.0,0,2,0
46212,2139,1,1,3,15,52.0,0,1,2
46223,2267,1,0,3,10,50.0,0,2,0
46225,2267,1,0,3,5,49.0,0,3,1
46232,2401,1,1,3,10,55.0,0,1,1
46234,2401,1,1,3,20,55.0,0,1,1
46242,2541,1,0,3,15,50.0,0,3,1
46253,2840,1,1,3,10,55.0,0,1,2
46254,2840,1,0,3,5,65.0,0,3,0
46255,2840,1,0,3,25,60.0,0,1,1
46256,2840,1,0,3,20,55.0,0,2,1
46267,3165,1,0,3,20,60.0,0,2,1
46277,150,0,1,3,30,20.0,0,2,0
46289,232,0,1,3,35,22.0,0,2,0
46292,256,0,1,3,10,23.0,0,2,0
46315,375,0,0,3,25,26.0,0,3,0
46319,410,0,0,3,40,24.0,0,1,0
46321,410,0,0,3,60,28.0,0,3,0
46329,488,0,0,3,40,32.0,0,1,0
46350,577,0,0,3,40,30.0,0,2,0
46352,577,0,0,3,15,29.0,0,2,1
46354,625,0,1,3,5,27.0,0,2,0
46358,625,0,1,3,20,32.0,0,2,0
46367,677,0,1,3,10,30.0,0,1,0
46373,677,0,1,3,35,30.0,0,2,0
46382,732,0,1,3,25,34.0,0,2,0
46391,789,0,1,3,20,33.0,0,2,0
46401,851,0,1,3,15,36.0,0,2,0
46403,851,0,1,3,35,38.0,0,3,0
46419,984,0,1,3,5,46.0,0,1,0
46422,984,0,0,3,20,40.0,0,1,0
46423,984,0,0,3,25,38.0,0,3,0
46429,1056,0,1,3,20,40.0,0,1,0
46459,1212,0,1,3,15,39.0,0,3,2
46460,1212,0,0,3,10,8.0,0,3,0
46495,1478,0,0,3,5,40.0,0,2,0
46522,1785,0,0,3,30,49.0,0,2,0
46530,1898,0,0,3,5,20.0,0,1,0
46537,2015,0,0,3,15,47.0,0,2,0
46550,2267,0,1,3,10,51.0,0,2,0
46574,2688,0,1,3,15,50.0,0,3,0
46579,2688,0,0,3,20,50.0,0,2,1
46588,2999,0,0,3,40,58.0,0,3,0
46591,3164,0,0,3,15,55.0,0,1,0
46601,3702,0,1,3,20,60.0,0,2,0
46602,3895,0,0,3,20,50.0,0,3,0
46609,256,1,1,2,20,14.0,6,3,0
46614,375,1,1,2,20,25.0,2,1,0
46635,448,1,1,2,40,30.0,1,2,0
46650,531,1,1,2,20,20.0,7,2,0
46651,531,1,1,2,20,22.0,9,1,0
46659,531,1,1,2,20,20.0,8,2,2
46674,625,1,1,2,15,20.0,12,2,0
46676,626,1,1,2,20,14.0,19,3,0
46681,625,1,1,2,40,25.0,5,3,0
46686,677,1,1,2,10,10.0,20,2,0
46704,732,1,1,2,10,30.0,7,2,0
46711,732,1,1,2,25,30.0,6,1,0
46712,731,1,1,2,35,30.0,6,3,0
46739,789,1,1,2,40,32.0,4,3,0
46744,851,1,1,2,20,14.0,22,1,0
46750,851,1,1,2,20,23.0,14,3,0
46753,851,1,1,2,40,15.0,20,2,0
46757,851,1,1,2,60,26.0,11,1,0
46765,915,1,1,2,20,31.0,6,1,0
46800,984,1,1,2,60,37.0,3,2,0
46814,1056,1,1,2,30,20.0,21,1,0
46851,1212,1,1,2,15,20.0,23,1,0
46852,1212,1,1,2,15,30.0,15,1,0
46858,1212,1,1,2,25,30.0,9,3,0
46863,1212,1,1,2,35,30.0,12,2,0
46874,1212,1,1,2,50,36.0,8,2,0
46887,1297,1,1,2,35,30.0,15,2,0
46888,1296,1,1,2,40,20.0,21,1,0
46901,1385,1,1,2,15,24.0,23,2,0
46905,1385,1,1,2,20,18.0,25,3,0
46913,1385,1,1,2,30,20.0,26,2,0
46935,1478,1,1,2,40,13.0,32,1,0
46946,1575,1,1,2,15,21.0,26,1,0
46950,1575,1,1,2,30,34.0,13,2,0
46954,1575,1,1,2,50,42.0,5,3,0
46955,1576,1,1,2,80,22.0,22,1,0
46961,1678,1,1,2,15,22.0,22,3,0
46963,1678,1,1,2,20,44.0,4,3,0
46965,1678,1,1,2,20,21.0,24,3,0
46968,1678,1,1,2,20,34.0,12,1,0
46976,1678,1,1,2,40,34.0,14,2,0
47005,1898,1,1,2,10,30.0,16,2,0
47023,2016,1,1,2,15,30.0,17,3,0
47030,2016,1,1,2,20,30.0,18,3,0
47036,2015,1,1,2,40,22.0,30,2,0
47038,2015,1,1,2,40,42.0,10,2,0
47055,2138,1,1,2,40,19.0,28,3,0
47062,2139,1,1,2,20,40.0,13,2,1
47065,2267,1,1,2,10,25.0,29,2,0
47070,2267,1,1,2,20,32.0,19,3,0
47071,2267,1,1,2,20,38.0,15,2,0
47075,2267,1,1,2,30,25.0,29,2,0
47099,2401,1,1,2,40,17.0,32,2,2
47106,2542,1,1,2,20,36.0,21,3,0
47107,2541,1,1,2,20,45.0,9,1,0
47109,2541,1,1,2,40,17.0,40,1,0
47112,2541,1,1,2,60,33.0,30,3,0
47114,2541,1,1,2,20,40.0,15,3,1
47119,2688,1,1,2,5,20.0,26,1,0
47129,2688,1,1,2,20,40.0,11,3,0
47135,2688,1,1,2,60,45.0,12,3,0
47155,2999,1,1,2,25,50.0,9,2,0
47156,2999,1,1,2,30,22.0,34,2,0
47158,2999,1,1,2,30,40.0,14,3,0
47171,3165,1,1,2,40,44.0,15,2,1
47216,256,1,0,2,20,20.0,3,2,0
47224,283,1,0,2,50,25.0,0,3,0
47237,375,1,0,2,50,14.0,10,2,0
47240,410,1,0,2,10,20.0,2,2,0
47254,448,1,0,2,20,30.0,0,2,0
47281,531,1,0,2,10,20.0,0,3,0
47292,531,1,0,2,25,22.0,5,1,0
47304,577,1,0,2,5,20.0,7,2,0
47309,577,1,0,2,15,30.0,3,3,0
47343,625,1,0,2,30,15.0,13,2,0
47345,625,1,0,2,30,20.0,11,2,0
47349,625,1,0,2,50,28.0,6,1,0
47356,677,1,0,2,5,17.0,16,1,0
47379,677,1,0,2,80,34.0,3,1,0
47402,790,1,0,2,20,22.0,14,2,0
47408,789,1,0,2,40,30.0,6,1,0
47413,851,1,0,2,10,20.0,18,1,0
47419,851,1,0,2,20,16.0,20,2,0
47423,851,1,0,2,20,32.0,6,1,0
47444,851,1,0,2,50,20.0,17,1,0
47459,916,1,0,2,10,22.0,15,3,0
47471,915,1,0,2,20,25.0,9,2,0
47473,916,1,0,2,25,30.0,5,2,0
47499,984,1,0,2,20,20.0,20,2,0
47512,984,1,0,2,40,14.0,22,1,0
47516,1056,1,0,2,10,25.0,15,1,0
47523,1056,1,0,2,20,32.0,8,1,0
47565,1132,1,0,2,15,24.0,14,2,0
47567,1132,1,0,2,20,19.0,21,3,0
47573,1132,1,0,2,35,19.0,22,1,0
47601,1212,1,0,2,20,40.0,2,2,0
47608,1212,1,0,2,30,20.0,17,2,0
47615,1212,1,0,2,40,35.0,6,1,0
47620,1212,1,0,2,65,40.0,4,2,0
47630,1296,1,0,2,15,28.0,16,1,0
47635,1296,1,0,2,20,12.0,26,2,0
47636,1297,1,0,2,20,22.0,18,1,0
47669,1385,1,0,2,60,14.0,29,3,0
47672,1385,1,0,2,60,19.0,21,2,1
47681,1478,1,0,2,15,40.0,8,2,0
47682,1478,1,0,2,15,40.0,0,2,0
47685,1478,1,0,2,20,45.0,1,2,0
47690,1478,1,0,2,25,45.0,2,2,0
47708,1576,1,0,2,5,40.0,3,3,0
47724,1575,1,0,2,35,27.0,19,3,0
47759,1678,1,0,2,40,40.0,3,2,0
47771,1785,1,0,2,10,38.0,10,2,0
47772,1786,1,0,2,15,14.0,34,2,0
47782,1785,1,0,2,20,30.0,18,1,0
47817,1898,1,0,2,50,12.0,34,2,0
47829,2015,1,0,2,20,22.0,26,1,0
47836,2015,1,0,2,30,42.0,10,3,0
47845,2138,1,0,2,10,30.0,18,2,0
47882,2267,1,0,2,40,22.0,29,2,1
47899,2402,1,0,2,20,48.0,4,2,1
47914,2541,1,0,2,60,40.0,14,2,0
47922,2688,1,0,2,30,16.0,37,1,0
47929,2840,1,0,2,20,27.0,27,1,0
47962,3337,1,0,2,40,30.0,26,1,0
47972,3702,1,0,2,20,40.0,18,3,1
47978,3895,1,0,2,20,40.0,20,2,0
47981,169,0,1,2,20,16.0,1,2,0
47982,168,0,1,2,45,17.0,6,3,0
47996,342,0,1,2,45,20.0,7,2,0
47997,375,0,1,2,10,17.0,11,3,0
47999,375,0,1,2,20,17.0,11,1,0
48004,410,0,1,2,5,20.0,0,2,0
48017,448,0,1,2,20,30.0,0,2,0
48019,448,0,1,2,30,15.0,13,1,0
48022,488,0,1,2,10,12.0,17,1,0
48029,488,0,1,2,30,28.0,3,1,0
48030,488,0,1,2,30,30.0,1,2,0
48058,626,0,1,2,30,25.0,10,2,0
48076,731,0,1,2,10,22.0,14,2,0
48099,789,0,1,2,20,30.0,6,2,0
48101,789,0,1,2,80,31.0,4,2,0
48110,851,0,1,2,30,21.0,15,1,0
48126,915,0,1,2,20,35.0,4,2,0
48127,916,0,1,2,20,20.0,16,2,0
48129,915,0,1,2,20,37.0,1,2,0
48130,916,0,1,2,20,39.0,0,3,0
48134,916,0,1,2,45,21.0,14,1,0
48146,984,0,1,2,30,20.0,17,2,0
48160,1056,0,1,2,20,20.0,16,2,0
48179,1212,0,1,2,15,30.0,14,2,0
48194,1297,0,1,2,10,35.0,3,3,0
48198,1296,0,1,2,20,14.0,29,1,0
48200,1296,0,1,2,20,40.0,0,2,0
48211,1385,0,1,2,30,30.0,12,2,0
48247,1678,0,1,2,10,22.0,19,2,1
48248,1785,0,1,2,10,20.0,25,1,0
48274,2139,0,1,2,10,10.0,38,2,0
48280,2139,0,1,2,20,30.0,20,3,0
48299,2542,0,1,2,20,50.0,1,1,0
48307,2840,0,1,2,10,50.0,6,3,0
48308,2840,0,1,2,10,40.0,13,2,0
48314,2840,0,1,2,10,35.0,16,1,1
48315,2999,0,1,2,15,10.0,44,2,0
48320,3164,0,1,2,5,40.0,10,1,1
48321,3337,0,1,2,5,50.0,6,2,0
48322,3337,0,1,2,20,20.0,26,3,0
48340,577,1,1,1,0,0.0,0,2,1
48353,2401,0,0,1,0,0.0,0,3,1
48358,151,1,0,3,25,21.0,0,1,0
48359,188,1,1,3,60,20.0,0,2,0
48362,209,1,0,3,40,18.0,0,2,0
48368,257,1,1,3,20,24.0,0,2,0
48370,257,1,0,3,25,23.0,0,2,0
48377,312,1,0,3,5,20.0,0,1,0
48387,375,1,1,3,20,27.0,0,1,2
48408,448,1,0,3,25,27.0,0,1,0
48413,488,1,0,3,15,35.0,0,1,0
48416,488,1,0,3,50,30.0,0,1,0
48419,531,1,0,3,5,30.0,0,2,0
48436,577,1,0,3,10,30.0,0,2,0
48456,677,1,1,3,40,37.0,0,1,1
48463,677,1,0,3,50,35.0,0,3,0
48482,789,1,1,3,45,39.0,0,3,0
48488,789,1,0,3,25,35.0,0,1,0
48491,789,1,0,3,80,38.0,0,1,0
48502,915,1,1,3,20,40.0,0,2,0
48503,915,1,1,3,80,39.0,0,1,0
48504,916,1,1,3,30,40.0,0,1,2
48514,984,1,0,3,10,30.0,0,1,0
48518,984,1,0,3,40,38.0,0,2,0
48575,1385,1,1,3,30,45.0,0,1,0
48588,1478,1,0,3,30,40.0,0,2,0
48600,1575,1,1,3,40,50.0,0,2,2
48602,1576,1,0,3,20,50.0,0,2,0
48624,1785,1,0,3,20,50.0,0,2,1
48637,2016,1,0,3,20,50.0,0,2,0
48644,2138,1,1,3,40,48.0,0,1,0
48652,2138,1,0,3,20,53.0,0,2,1
48654,2139,1,0,3,50,52.0,0,1,2
48657,2267,1,0,3,20,53.0,0,2,0
48658,2267,1,0,3,20,53.0,0,3,0
48669,2401,1,0,3,30,62.0,0,3,0
48670,2401,1,0,3,40,50.0,0,2,0
48699,2840,1,0,3,20,55.0,0,2,2
48700,2999,1,1,3,30,59.0,0,3,0
48721,3895,1,0,3,5,65.0,0,1,0
48728,188,0,0,3,30,22.0,0,2,0
48733,209,0,1,3,70,15.0,0,2,0
48741,232,0,1,3,25,18.0,0,3,0
48743,232,0,1,3,30,29.0,0,3,0
48761,342,0,1,3,15,24.0,0,1,0
48762,342,0,1,3,30,26.0,0,3,0
48784,410,0,0,3,40,28.0,0,2,1
48806,531,0,0,3,20,32.0,0,2,0
48808,577,0,1,3,10,29.0,0,1,0
48809,577,0,1,3,25,28.0,0,2,0
48819,677,0,1,3,25,35.0,0,3,0
48824,677,0,0,3,20,32.0,0,2,0
48828,731,0,1,3,25,35.0,0,3,0
48847,790,0,1,3,40,35.0,0,2,1
48850,790,0,0,3,35,35.0,0,2,0
48851,851,0,1,3,5,10.0,0,2,0
48861,851,0,0,3,5,9.0,0,2,1
48868,915,0,1,3,30,37.0,0,2,0
48872,915,0,0,3,5,35.0,0,3,0
48873,915,0,0,3,10,37.0,0,2,0
48875,915,0,0,3,20,37.0,0,2,1
48883,1056,0,1,3,5,43.0,0,3,0
48903,1132,0,1,3,30,40.0,0,1,2
48915,1212,0,0,3,35,40.0,0,1,0
48924,1297,0,0,3,15,40.0,0,1,1
48925,1296,0,0,3,20,40.0,0,2,2
48928,1385,0,1,3,55,40.0,0,3,0
48929,1385,0,1,3,30,40.0,0,2,1
48952,1478,0,0,3,20,46.0,0,1,0
48955,1576,0,1,3,40,40.0,0,2,0
48960,1576,0,0,3,40,40.0,0,2,0
48972,1678,0,0,3,20,40.0,0,2,0
48988,1898,0,1,3,5,30.0,0,2,0
48990,1898,0,1,3,20,50.0,0,3,0
48999,2016,0,1,3,5,50.0,0,2,0
49001,2016,0,1,3,30,50.0,0,3,0
49007,2016,0,0,3,25,50.0,0,3,0
49030,2267,0,0,3,15,50.0,0,3,0
49033,2267,0,0,3,25,50.0,0,2,1
49036,2401,0,1,3,30,50.0,0,3,1
49053,2688,0,0,3,20,50.0,0,1,1
49058,2999,0,1,3,5,40.0,0,2,0
49064,3165,0,0,3,10,40.0,0,1,1
49083,256,1,1,2,15,15.0,6,3,0
49101,448,1,1,2,20,20.0,6,2,0
49103,448,1,1,2,40,26.0,2,3,0
49104,448,1,1,2,45,25.0,6,3,0
49113,488,1,1,2,50,17.0,12,3,0
49118,531,1,1,2,15,10.0,18,2,0
49123,531,1,1,2,30,18.0,13,1,0
49125,531,1,1,2,30,20.0,8,1,0
49144,577,1,1,2,40,25.0,10,2,0
49148,577,1,1,2,45,25.0,10,1,0
49164,677,1,1,2,20,30.0,2,1,0
49180,731,1,1,2,20,34.0,2,2,0
49184,732,1,1,2,30,25.0,10,2,0
49188,731,1,1,2,40,22.0,12,2,0
49194,789,1,1,2,40,25.0,13,1,0
49196,789,1,1,2,20,18.0,19,1,0
49219,851,1,1,2,30,25.0,13,2,0
49225,851,1,1,2,40,20.0,18,3,1
49229,916,1,1,2,15,14.0,23,2,0
49234,915,1,1,2,25,16.0,20,3,0
49250,984,1,1,2,60,30.0,11,2,0
49263,984,1,1,2,20,40.0,1,1,0
49265,984,1,1,2,40,25.0,16,2,0
49267,984,1,1,2,50,30.0,10,1,0
49276,1056,1,1,2,10,25.0,15,1,0
49289,1056,1,1,2,40,20.0,20,1,0
49292,1056,1,1,2,50,34.0,7,2,0
49304,1132,1,1,2,20,40.0,0,1,0
49324,1212,1,1,2,10,40.0,4,2,0
49327,1212,1,1,2,20,19.0,21,2,0
49329,1212,1,1,2,20,35.0,5,3,0
49334,1212,1,1,2,30,34.0,5,1,0
49347,1296,1,1,2,15,20.0,22,3,0
49348,1296,1,1,2,20,20.0,23,2,0
49372,1385,1,1,2,15,30.0,16,2,0
49389,1478,1,1,2,10,13.0,27,3,0
49426,1576,1,1,2,25,34.0,13,2,0
49432,1576,1,1,2,40,19.0,29,1,0
49437,1576,1,1,2,50,40.0,8,2,0
49442,1678,1,1,2,10,17.0,28,1,0
49452,1678,1,1,2,25,30.0,17,2,0
49455,1678,1,1,2,40,40.0,6,2,0
49462,1785,1,1,2,10,14.0,33,2,0
49474,1785,1,1,2,40,38.0,10,3,0
49481,1785,1,1,2,10,22.0,25,3,1
49493,1898,1,1,2,30,50.0,3,1,0
49517,2015,1,1,2,40,47.0,1,1,0
49535,2139,1,1,2,25,50.0,1,1,0
49545,2267,1,1,2,10,40.0,10,2,0
49557,2267,1,1,2,25,40.0,12,2,0
49559,2267,1,1,2,30,17.0,33,3,0
49594,2541,1,1,2,20,21.0,33,3,0
49599,2542,1,1,2,20,50.0,2,2,0
49602,2542,1,1,2,20,50.0,2,2,0
49610,2541,1,1,2,20,26.0,24,3,1
49624,2688,1,1,2,40,15.0,35,2,0
49638,2840,1,1,2,20,40.0,11,2,0
49640,2840,1,1,2,30,50.0,8,1,0
49643,2840,1,1,2,50,23.0,31,3,0
49658,2999,1,1,2,20,30.0,30,2,1
49659,2999,1,1,2,20,32.0,21,2,1
49676,3164,1,1,2,30,52.0,7,2,1
49681,3337,1,1,2,40,44.0,16,2,0
49682,3336,1,1,2,65,30.0,31,2,0
49696,3702,1,1,2,20,50.0,12,2,1
49697,3702,1,1,2,20,45.0,16,3,1
49717,209,1,0,2,20,17.0,4,2,0
49719,257,1,0,2,10,17.0,6,1,0
49733,375,1,0,2,40,18.0,7,2,0
49770,488,1,0,2,25,20.0,9,2,0
49771,488,1,0,2,5,20.0,9,1,0
49804,531,1,0,2,30,28.0,5,2,0
49806,531,1,0,2,40,17.0,15,2,0
49817,577,1,0,2,20,15.0,15,2,0
49820,577,1,0,2,25,19.0,12,2,0
49842,625,1,0,2,20,20.0,1,3,0
49844,625,1,0,2,30,20.0,12,1,0
49850,625,1,0,2,40,20.0,12,2,0
49854,625,1,0,2,80,33.0,0,2,0
